card_id,name,yomi,cost,type,power,effect,lore,set,tag
341,疑似餌付き,疑似餌付き / ぎじえつき,5,"水,魚",1400,相手のモンスターはこれにしか攻撃できない。,深い海の底で、疑似餌器官により獲物を誘って捕食する魚。疑似餌は同種の意思疎通にも使われる。,CS02-未開地_グループ2,#モンスターカード
342,剛健なツリーフォーク,剛健なツリーフォーク / ごうけんなつりーふぉーく,5,"植物,巨人",2000,モンスターとの戦闘時、これのパワーの代わりに0パワーで戦闘する。,樹木の体を持つ巨大な生物。恐ろしい見た目とは裏腹に、優しい性格の持ち主。,RP01-ランダムパスvol1_グループ5,#モンスターカード
343,大槍角の鮫,大槍角の鮫 / おおやりづののさめ,5,"水,魚",1700,自分の[水]のエネルギーが場に無い時使用できず場に出せない。場に出た時、[地]1体を破壊する。,硬い繊維でできた角を持つ鮫。荒れた海域で目撃情報が挙がり、同種同士でも争いをしているのだとか。,CS02-未開地_グループ3,#モンスターカード
344,大盾の幽霊,大盾の幽霊 / おおたてのゆうれい,5,"幽霊,装備",200,相手のモンスターはプレイヤーに攻撃できない。場に出た時、自分の手札かデッキから「大盾の幽霊」3体までを出す。（これを破壊）自分の同名が2体以上場にいるモンスター全てを+200。,敗戦した王国の門番が倒れた姿。何も守れなかった後悔により盾に意思が灯った。,DES02-秘匿区域_グループ2,#モンスターカード
345,碑獣の刻石,碑獣の刻石 / ひじゅうのこくせき,5,"地,遺物",1000,攻撃できない。（これをタップ）[地]1体を+300。（これを破壊）自分のデッキから4コスト以下の[地]1体までを出す。,遥か昔に栄えた文明による生成物。石のように佇んでいるが脅威を検知すると無数に離散し、周囲の生物に憑依する。,MCS04-碑獣の追憶,#モンスターカード
346,尖晶石の晶翼,尖晶石の晶翼 / すぴねる・ふぇざー,5,"鳥,宝石",1300,場に出た時、以下からランダムに1つ行う。自分の[宝石]が2体以上場にいるなら、全て行う。①自分のデッキから[宝石]のモンスター1枚までを手札に加える。②自分のデッキから[宝石]の魔法1枚までを手札に加える。,尖晶石でできた大型の鳥。他の種よりも戦闘を好まない。また、目的も無く空を飛ぶ不可解な一面を見せる。,MCS09-未来永劫_グループ1,#モンスターカード
347,魂宿りの巨剣,魂宿りの巨剣 / たましいやどりのきょけん,5,"闇,装備",1000,（これを破壊）自分の[ヒト]か[悪魔]1体を+1000。,以前この地で命を落とした戦士の巨剣。屠った敵の怨念や大地に眠る霊が宿り、自ら動くようになった。,CS01-新天地_グループ3,#モンスターカード
348,天鎧騎士シエロ,天鎧騎士シエロ / てんがいきししえろ,5,"光,ヒト,騎士",1500,"共鳴召喚：3コスト以上の[騎士],[天竜剣]相手の効果で選ばれない。場に出た時、自分のデッキか捨て札から[ドラゴン]1枚までを手札に加える、自分は2枚引く。",天界に伝わる聖剣の力を得た騎士。大天使と天竜の加護を得ることで、高い飛翔能力と結界による防御性能を有する。,CS03-共鳴地_グループ3,#モンスターカード
349,金貨の悪魔,金貨の悪魔 / きんかのあくま,5,悪魔,1500,場に出た時、自分に500ダメージ、自分のデッキからエネルギー1枚までをタップして出す。(5)自分を1000回復。,ヒトからキラキラしたものを奪う悪魔。その中でも特に金貨に興味を示し、貨幣での取引を理解している。金貨さえ用意すれば、取引に応じてくれることもあるのだとか。,STR02-立ちはだかる氷像,#モンスターカード
350,ドラゴン,ドラゴン / どらごん,5,ドラゴン,1500,場に出た時、相手か相手のモンスター1体に500ダメージ。,大きな翼と鋭い爪、長い尻尾を持つドラゴン。実は空を飛ぶことが少なく目撃情報があまり無い。噂では森林の地下空洞に住んでいるとされている。,ベーシック,#モンスターカード
351,パナケイア,パナケイア / ぱなけいあ,5,"光,神",1000,手札にある時、これのコスト- (相手のモンスターの数)。使用により場に出た時、自分を (4000-自分のライフ) 回復、自分のモンスター全てを全回復、相手のモンスター1体を-1000。,全てを癒す、治癒の女神。必殺技「ホーリーキュア」で、回復力を弱体魔法に変換して戦う。,オリカ-シーズン2,#モンスターカード #オリカ
352,笑うエイ,笑うエイ / わらうえい,5,"水,魚",1000,相手は魔法を使用できない。,度々網にかかる中型のエイ。笑っているように見えるだけではあるものの、愛らしいとされ人気は高い。,CS02-未開地_グループ3,#モンスターカード
353,ホワイトグリフォン,ホワイトグリフォン / ほわいとぐりふぉん,5,グリフォン,1000,場に出たターンでも攻撃できる。相手のモンスターはプレイヤーに攻撃できない。破壊時、相手は3枚引く。,ディエティの聖域と呼ばれる遺跡を縄張りとしているグリフォン。強力な戦闘力を持つため、自然と遺跡を守る役割として機能している。,CS03-共鳴地_グループ3,#モンスターカード
354,ブラックグリフォン,ブラックグリフォン / ぶらっくぐりふぉん,5,グリフォン,1500,場に出た時、自分は3枚引く。破壊時、相手は3枚引く。,ディエティの聖域と呼ばれる遺跡を縄張りとしているグリフォン。対となる白い個体よりも穏やかであるが、激昂時の凶暴さは計り知れない。,CS03-共鳴地_グループ3,#モンスターカード
355,蝿取草の魔物,蝿取草の魔物 / はえとりそうのまもの,5,植物,1000,攻撃されない。場に出た時、これを+ ([虫]の数×300)、[虫]全てを破壊する。,飛行して狩りを行う植物の魔物。植物の中でも最大級の体を持ち、ありとあらゆる虫を襲う。目は口の中に存在し、捕食される者は最後に恐怖の視線に囚われながら息絶える。,DES01-闘争本能_グループ2,#モンスターカード
356,ミノタウロス,ミノタウロス / みのたうろす,5,巨人,1500,モンスターへの攻撃時、相手に (これのパワー-それのパワー) ダメージ。,牛の頭を持つ人型の化物。大きな斧と盾を持ち、パワフルな近接戦闘を行う。立派な角は戦闘用ではなく、自身のアピールに使われる。,ベーシック,#モンスターカード
357,魔泡の魔王,魔泡の魔王 / まほうのまおう,5,悪魔,1000,手札にある時、場のモンスターが4体以上同名なら、場にこれのコスト=1。(自分の同名が2体以上場にあるモンスター1体を破壊) 以下からランダムに1つ行う。これを2回行う。①自分は1枚引く、これを+500。②相手に500ダメージ。,[オリカチケット/ねむぅぁ]等しき存在と認識した物質を贄にする事で力を振るう古き魔王。その権能を行使した時、生じる事象は魔王のみぞ知る。,プロモーションカード,#モンスターカード #オリカ
358,祈りの天使像,祈りの天使像 / いのりのてんしぞう,5,像,1000,攻撃できない。攻撃されない。自分の手札のモンスターのコスト-1。場に出た時、自分のデッキか捨て札から「共鳴」か共鳴召喚が必要なモンスター1枚までを手札に加える。(これをタップ) 共鳴召喚を行う。,聖域の中央広場に佇む天使像。遥か昔、広場は祭事や祈祷を行う場所であったが、今は瓦礫溢れる廃墟と化している。,CS03-共鳴地_グループ3,#モンスターカード
359,海賊船,海賊船 / かいぞくせん,5,海賊,900,破壊時、自分は2枚引く。(2) 自分の手札かデッキから3コスト以下の[海賊]1体までを出す。,キュリアス海にも出没する海賊の船。いくつかの派閥が存在するためか、旗の紋章は様々。,CS02-未開地_グループ3,#モンスターカード
360,風の精霊,風の精霊 / かぜのせいれい,5,"風,妖精",500,場に出た時、自分を500回復、自分は2枚引く、自分のマナ+2。(2) 自分のデッキから2コスト以下の[風]1枚までを使用する。,渡り鳥のように大陸を横断する習性を持つ精霊。他の妖精を体内に埋め込んで移動を手伝う姿も見られる。,CS04-覚醒地_グループ3,#モンスターカード
361,野戦の騎兵,野戦の騎兵 / やせんのきへい,6,"ヒト,獣,騎士",1200,"共鳴召喚：「騎士」、「うま」相手のモンスターはこれにしか攻撃できない。場に出た時、騎士・トークン (1/300/ヒト,騎士) 4体を出す、自分の[ヒト]全てを+300。",王国騎士団から追放された戦を好む野蛮な戦士。体の大きな馬に乗り、同じ境遇の仲間を集めて行き交う人を襲う。,RP01-ランダムパスvol1_グループ2,#モンスターカード
362,闇魔大王,闇魔大王 / えんまだいおう,6,"悪魔,妖怪",1000,場に出た時、これを+700、自分のモンスター1体は「場に出たターンでも攻撃できる。」を持つ。(これをタップ) 自分のデッキか捨て札から「百鬼夜行」1枚までを使用する。,[オリカチケット : ゲレンデ]この王が誕生せし刻、妖怪地獄が顕現する,プロモーションカード,#モンスターカード #オリカ
363,遺跡の護り手,遺跡の護り手 / いせきのまもりて,6,機械,1400,相手のモンスターは相手の攻撃済みのモンスターがいるなら攻撃できない。(8) 自分のデッキから「遺跡の護り手」1体までを出す。,時には恐怖を覚えることもあるだろう。,プレイヤーレベル (LV) 20達成,#モンスターカード
364,銀雪の蒼竜,銀雪の蒼竜 / ぎんせつのそうりゅう,6,"水,ドラゴン",900,場に出た時、3コスト以下のモンスター全ては「自分のターン終了時まで攻撃できない。」を持つ。(2) 自分のデッキから名前に「銀雪」を含む魔法1枚までを手札に加える。,ディエティ山を守る氷翼種の竜。山の途中にある洞窟付近や山頂近くなどにのみ生息し、他の竜が異常を見つけた時に協力してそれを排除する。,MCS03-銀雪の伝承,#モンスターカード
365,鼓膜破り,鼓膜破り / こまくやぶり,6,"地,巨人",1600,自分の[地]のエネルギーが場に無い時使用できず場に出せない。相手の「場に出た時」の効果は発動しない。場に出た時、相手のモンスター全ての効果を消す。,,STR09-真なる力_グループ1,#モンスターカード
366,自立機ラジコンマン,自立機ラジコンマン / おーとましんらじこんまん,6,"雷,機械",1000,場に出た時、自分の手札かデッキか捨て札から「自立機ラジコンマン」以外の[機械]1体までを出す。破壊時、[水]と[機械]のモンスター全てを破壊する。(これを破壊) 自分の捨て札から[部品]1枚までを手札に加える。,[アカウント登録数6000突破記念]強力な電子制御であらゆる機械を再起動させて自らの代わりに戦闘させる、凶悪な機械。長時間の稼働はできず、最後は電流により周囲の機械を狂わせる。,プロモーションカード,#モンスターカード #オリカ
367,平穏の使者,平穏の使者 / へいおんのししゃ,6,ヒト,600,場に出た時、モンスター全てを=600。(6) モンスター全てに600ダメージ。,遠方から来た旅する使者。争いを無くすために、平等を理念に活動している。,CS01-新天地_グループ4,#モンスターカード
368,天鎧竜ウラノス,天鎧竜ウラノス / てんがいりゅううらのす,6,"光,ドラゴン",1600,共鳴召喚：5コスト以上の[ドラゴン]、「天竜剣」相手のモンスターはこれにしか攻撃できない。場に出た時、自分のデッキから[騎士]1体までを出す。,天界に伝わる聖剣の力を得た竜。大天使と光戦士の加護を得ることで、戦地を自ら切り開く突破力を手に入れた。,CS03-共鳴地_グループ3,#モンスターカード
369,暴虐の鎌,暴虐の鎌 / ぼうぎゃくのかま,6,"闇,装備",800,場に出た時、装備・トークン (2/600/装備) 1体を出す。(自分の他の[装備]1体を破壊) モンスター1体を破壊する。(自分の他の[装備]1体を破壊) 自分は2枚引く。,呪術によりヒトの怨恨が込められた武器を使役する鎌型の怪物。操られた古い武器はその刃が錆びるまで延々と生物に切り付ける。,RP02-ランダムパスvol2_グループ8,#モンスターカード
370,月光の天使,月光の天使 / げっこうのてんし,6,"闇,天使",1000,場に出た時、自分の[月]のフィールドが場にあるなら、相手のエネルギー1枚を破壊する。(2) 自分のデッキか捨て札から[月]1枚までを手札に加える。,ディエティの天使。度重なる戦争により破壊された地域から移住した後、大天使の元で護衛を行う。,CS03-共鳴地_グループ3,#モンスターカード
371,黙示録の暴竜,黙示録の暴竜 / もくしろくのぼうりゅう,6,"火,ドラゴン",1100,場に出たターンでも攻撃できる。モンスターとの戦闘に勝った後、これをアンタップする、これを全回復。攻撃時、自分のデッキの上1枚を公開し、それが5コスト以下かコストを持たないなら、それ1枚までを使用する。異なるなら、自分は1枚引く。,[オリカチケット/ねむぅぁ]とある竜の国最強のドラゴン。必殺技「アポカリプス・オブ・ジ・エンド」は、立ち塞がる敵全てを薙ぎ払う。,プロモーションカード,#モンスターカード #オリカ
372,森の脅威,森の脅威 / もりのきょうい,6,"地,虫",1800,自分の[地]のエネルギーが場に無い時使用できず場に出せない。場に出た時、相手のモンスター1体は「攻撃できない。」を持つ。,森の奥地に住む巨大な蜘蛛の怪物。糸で獲物を拘束し、巣で食料として備蓄する。,CS01-新天地_グループ4,#モンスターカード
373,大海蛇,大海蛇 / おおうみへび,6,水,1200,自分の[水]のエネルギーが場に無い時使用できず場に出せない。相手のモンスターはこれにしか攻撃できない。相手の効果で選ばれない。,,STR09-真なる力_グループ3,#モンスターカード
374,洞窟の悪魔,洞窟の悪魔 / どうくつのあくま,6,"闇,悪魔",1500,(これをタップ) 自分に300ダメージ、3コスト以下のモンスター1体を破壊する、自分は1枚引く。,地下洞窟の外道に生息する悪魔。元は悪魔城の幹部をしていたが、他の種族との大戦にて敗北。現在は隠居生活をしている。,CS02-未開地_グループ3,#モンスターカード
375,命の天樹,命の天樹 / めいのてんじゅ,6,"植物,神",1200,攻撃できない。これが受けるダメージ=0。自分のターン開始時、自分の手札かデッキか捨て札からモンスター1体までを出す。,古代書に記された架空の浮遊樹。世界のありとあらゆる生命が生まれ、還る場所。,オリカ-シーズン1,#モンスターカード #オリカ
376,溶岩の粘体,溶岩の粘体 / ようがんのねんたい,6,火,600,自分の[火]のエネルギーが場に無い時使用できず場に出せない。攻撃されない。(自分の他の[火]1体を破壊) これを×2。,火山付近に生息する、粘性のある体を持つ生物。周囲の溶岩を取り込むことで、急速な肥大化を引き起こすことができる。,DES03-楽園賛歌_グループ3,#モンスターカード
377,古代の創造,古代の創造 / こだいのそうぞう,6,"宇宙,悪魔,神",666,攻撃できない。相手の「場に出た時」の効果は発動しない。7コスト以上のモンスターが場に出た時、それを捨てる。場に出た時、他のモンスター全てを捨てる。,イラスト/夜乃姫 陰気[オリカチケット/夜乃姫 陰気]今は失われし技術によって造られた古代兵器。宇宙から飛来したそれが落ちた場所は弱者が集まる場所となる。その強大な力は天使から与えられたものかはたまた悪魔のいたずらか。,プロモーションカード,#モンスターカード #オリカ
378,怪物蟹,怪物蟹 / かいぶつがに,6,水,1800,場に出た時、相手のデッキから1枚を捨てる。(自分の手札から[水]1枚を捨てる) 相手のデッキの上1枚を捨てる。,船よりも大きい蟹。必殺技「ブルーシザー」は相手がグーだとしても負けない。,オリカ-シーズン1,#モンスターカード #オリカ
379,炎の祭壇,炎の祭壇 / ほのおのさいだん,6,火,500,自分の捨て札の[火]が4枚以下の時使用できず場に出せない。攻撃できない。(自分の手札から[火]1枚を捨てる) 自分の[火]1体を+300、これを+300。(これをタップ) 相手に (これのパワー) ダメージ、これを破壊する。,[オリカチケット]炎は文明の始まりその輝きは危険だが祈れば強大な力を与えてくれるだろう,プロモーションカード,#モンスターカード #オリカ
380,火口のヌシ,火口のヌシ / かこうのぬし,6,"火,魚",1200,共鳴召喚:3コスト以上の[魚]、[火]の魔法場に出た時、相手のモンスター1体に1200ダメージ、これを3回行う。,ディエティ山噴火時のみ現れる巨大魚。寝床を形成する際に溶岩が撒き散らされ、街に大きな被害を与える。,CS03-共鳴地_グループ3,#モンスターカード
381,糸動奇 環,糸動奇 環 / しどうき たまき,6,"地,機械",800,"自分の他の[地,機械]モンスターが場に出た時、自分のマナ+1。(4) 自分のデッキから3コスト以下の[地,機械]1体までを出す。(4) [ヒト]全てを破壊する。",工房外で巡回や素材調達を行う機械。動作制御糸を作るための植物や、機械に取り込む魂を持つヒトを回収する。,MCS06-糸動の弦楽,#モンスターカード
382,万緑の巨象,万緑の巨象 / ばんりょくのきょぞう,6,獣,1600,相手の効果で選ばれない。自分のターン終了時、自分を600回復。,巨大な体を持つ草食動物。その迫力はライオンすらも寄せ付けない。,DES01-闘争本能_グループ1,#モンスターカード
383,ワイバーン,ワイバーン / わいばーん,6,ワイバーン,1800,相手のモンスターはプレイヤーに攻撃できない。,足が発達した大型の飛竜。飛行して移動することもあるが、ほとんどが地上で生活をしている。広い場所を好み、旧神殿の個体は「番人」とも言われている。,CS01-新天地_グループ4,#モンスターカード
384,砂浜のゴーレム,砂浜のゴーレム / すなはまのごーれむ,6,ゴーレム,1500,場に出た時、相手のフィールドを破壊する。(3) 相手のフィールドを破壊する。,砂浜に忘れ去られた城にゴーレムのコアが宿った姿。様々な場所を価値の無い砂場に変えてしまう。,CS02-未開地_グループ3,#モンスターカード
385,ダークネスドラゴン,ダークネスドラゴン / だーくねすどらごん,6,"闇,ドラゴン",1200,相手のモンスターが場に出た時、相手のモンスター全てに300ダメージ。(これを破壊) 相手のモンスター1体を破壊する。,見るもの全てを敵と見なす暗黒の竜。冥界では警備兼排除役のモンスターとして放出されている。,STR08-冥界の番人,#モンスターカード
386,ブレイズドラゴン,ブレイズドラゴン / ふれいずどらごん,6,"火,ドラゴン",1200,場に出た時、相手のモンスター1体に1200ダメージ。(これをタップ) 相手に800ダメージ。,火山の直下、マグマ流れる地底を住処とする。巨大な熱放散器官は、過剰なエネルギーを捨てて休眠期間に入る目的で使われるが、攻撃手段として用いる様子も目撃されている。,STR01-灼熱竜の咆哮,#モンスターカード
387,炎鱗竜プロクス,炎鱗竜プロクス / えんりんりゅうぷろくす,6,"火,ワイバーン",1200,破壊時、相手に (自分の捨て札の[火]の枚数×100) ダメージ。(自分の手札から[火]1枚を捨てる) モンスター全てに200ダメージ。,ドレープ山に生息する翼竜。近年個体数を伸ばし、家畜を襲い街を焼くために討伐依頼が出ている。,MCS05-炎鱗の舞踏,#モンスターカード
388,彼岸の精霊 カナロア,彼岸の精霊 カナロア / ひがんのせいれい かなろあ,7,"水,妖精",300,ターン開始時、お互いのマナ+1。捨て札にある時、自分のターン開始時、自分の捨て札から「彼岸の精霊 カナロア」1体までを出す。(2) 自分のエネルギー1枚を破壊する。自分のデッキか捨て札からエネルギー1枚までを出す。,[オリカチケット/tiro]深海の底、記憶の泡となり浮かぶ声。届かぬ祈りは、巡り続ける想いの泡沫。,プロモーションカード,#モンスターカード #オリカ
389,黎明の天使,黎明の天使 / れいめいのてんし,7,"光,天使",1000,(これをタップ) 自分は1枚引く。自分の手札から7コスト以下のモンスター1体までを「場に出たターンでも攻撃できる。」を持たせて出す。,[オリカチケット/Kaz]かつて文明が崩壊した世界。滅びゆく世界を再生へと導いたのは、一人天使だと言われている。しかし、その天使が存在したのか、それとも象徴的な存在なのかは定かではない。,プロモーションカード,#モンスターカード #オリカ
390,岳龍マウナ,岳龍マウナ / がくりゅうまうな,7,"ドラゴン,山",2000,相手のモンスターはプレイヤーに攻撃できない。(これを破壊) 自分のデッキから「岳龍マウナ」以外の[山]1枚までを使用する。,規格外の巨体を持つドラゴン。あまりの巨大さから、敵性生物がほとんどいないとされている。,RP02-ランダムパスvol2_グループ3,#モンスターカード
391,バーンドラゴン,バーンドラゴン / ばーんどらごん,7,"火, ドラゴン",1700,攻撃されない。場に出たターンでも攻撃できる。,かなり高度な空まで飛ぶことができる強靭な体力を持つドラゴン。炎を吐くことができるが、基本的にはその図体を活かした格闘を行う。,STR03-古の竜術,#モンスターカード
392,天界の戦馬,天界の戦馬 / てんしょうのせんば,7,"獣, ペガサス",1200,相手の効果で選ばれない。場に出た時、自分の捨て札から7コスト以下の魔法1枚までを使用する。,[2026新年特典]地を眠る魔力を蘇らせることができる馬が、成長過程にて大きな力を得て天へと駆け出した姿。怪物ではありながら、本来の体や意識がどこか残っている。,プロモーションカード,#モンスターカード
393,円盾の守護者,円盾の守護者 / えんじゅんのしゅごしゃ,7,"ゴーレム, 騎士",2100,相手の効果で選ばれない。,砂原の防衛砦を守るゴーレム。存在感のある巨体をしているためか、数十年は平穏が保たれている。,DES03-楽園賛歌_グループ3,#モンスターカード
394,ファイアドラゴン,ファイアドラゴン / ふぁいあどらごん,7,"火, ドラゴン",1400,場に出た時、相手に700ダメージ、相手のモンスター全てに700ダメージ。(4) 相手か相手のモンスター1体に700ダメージ。,ベース地方の空の守り手。強力な火炎攻撃で敵を焼き尽くす。敵が少なく、徐々に個体数を伸ばしている。,CS01-新天地_グループ4,#モンスターカード
395,大蛇,大蛇 / だいじゃ,7,毒,1800,モンスターとの戦闘時、戦闘相手のパワーで戦闘する。(これをタップ) 自分のデッキから「ヘビ」2体までを出す。,森の生態系の頂点に位置する蛇。巨大な体を維持するために頻繁に狩りを行う。森の脅威とは敵対関係にある。,CS01-新天地_グループ4,#モンスターカード
396,リヴァイアサン,リヴァイアサン / りうぁいあさん,7,水,1500,自分の[水]エネルギーが場に無い時使用できず場に出せない。場に出た時、自分のデッキから[海]1枚までを出す。(これをタップ) 他のモンスター全てに1200ダメージ。,大昔から存在する海の覇者。海底遺跡の石版に記載されているほど昔から存在する怪物で、自ら大海を作り出し、敵とみなしたもの全てを飲み込む。,DES02-秘匿区域_グループ3,#モンスターカード
397,夢幻竜,夢幻竜 / むげんりゅう,7,"夢, 妖精, ドラゴン",700,相手のモンスターが場に出た時、それを=100。,あらゆる夢を貪る竜。この竜に夢を喰われた者は生きる屍となり、薄い意識の中で終わりのない道を歩み続ける。,RP02-ランダムパスvol2_グループ2,#モンスターカード
398,レインボーマジシャン,レインボーマジシャン / れいんぼーまじしゃん,7,"ヒト, 宝石",700,自分の手札の[地]と[火]と[水]と[風]と[雷]と[光]と[闇]のコスト-1。場に出た時、自分のデッキか捨て札から[地]か[火]か[水]か[風]か[雷]か[光]か[闇]1枚までを手札に加える。,元はディエティ王室御用達の宝石商の娘。幼い頃から宝石に興味を持ち、単なる石以上の奇跡を引き出す「石輝術」を操る。現在はより強力な力を秘めた原石を求めて、世界各地を点々としている。,プロモーションカード,#モンスターカード #オリカ
399,再起の天使,再起の天使 / さいきのてんし,7,"光, 天使",1000,場に出た時、自分のモンスター全てをアンタップする。(そのターンの攻撃回数もリセットされる。) (3) 自分の捨て札からモンスター1枚までを手札に加える。,人智を超えた力に包まれ、無限の可能性が目の前に訪れることさえ珍しくはないかもしれない。,プレイヤーレベル (LV) 30達成,#モンスターカード
400,ファイアドラゴン,ファイアドラゴン / ふぁいあどらごん,7,"火, ドラゴン",1400,場に出た時、相手に700ダメージ、相手のモンスター全てに700ダメージ。(4) 相手か相手のモンスター1体に700ダメージ。,「武器は弱者が使うもの。」,プロモーションカード,#モンスターカード
401,彼岸の虚 リリカノア,彼岸の虚 リリカノア / ひがんのうつろりりかのあ,7,"闇,妖精",300,捨て札にある時、自分のターン開始時、自分の捨て札から「彼岸の虚 リリカノア」1体までを出す。自分のターン終了時、自分のデッキの上3枚を捨てる。(3) 自分の捨て札から2コスト以下のモンスター1体までを出す。,[オリカチケット/tiro]淡紫の霧に紛れ、ひとつ瞬く幼い影。虚ろな心は、砕け散った想いの骸。,プロモーションカード,#モンスターカード #オリカ
402,巨大破砕機,巨大破砕機 / きょだいはさいき,7,"地,機械",2400,,岩盤を破壊し、地下資源で動作するドリルを搭載した機械。誰かが交通路整備の機械を改造して作ったと噂されている。,RP01-ランダムパスvol1_グループ3,#モンスターカード
403,水底渡り,水底渡り / みなぞこわたり,7,水,1800,自分の[水]のエネルギーが場に無い時使用できず場に出せない。自分の[海]のフィールドが場にある時相手の効果で選ばれない。場に出た時、これを+ (自分の手札の枚数×300) 。,,STR09-真なる力_グループ3,#モンスターカード
404,燃天の熾天使,燃天の熾天使 / ねんてんのしてんし,7,"火,光,天使",2400,共鳴召喚：「炎天使ジダ」、「光天使ナディ」場に出たターンでも攻撃できる。場に出た時、相手のモンスター1体を捨てる、自分の捨て札からカード1枚までを手札に加える。,火と光の天使が共鳴し、神に近い存在となった姿。天界最高位しか扱えない強力な鎮圧魔法を扱い、戦地の邪を一掃する。,CS03-共鳴地_グループ3,#モンスターカード
405,火薬の悪魔,火薬の悪魔 / かやくのあくま,7,悪魔,1200,場に出た時、自分のデッキから「爆発」1枚までを手札に加える、自分のマナ+5。,山のふもとにある拠点で活動する悪魔。火薬の扱いに長け、製造から戦闘までを一貫して行う。,CS01-新天地_グループ4,#モンスターカード
406,絶対神,絶対神 / ぜったいしん,7,神,1500,これが受けるダメージを=0。場に出た時、相手のモンスター1体を捨てる。,すべてを知る神様。必殺技「ゴッドシールド」であらゆるダメージを受けずに戦う。たまに殴る。,オリカ-シーズン1,#モンスターカード #オリカ
407,彼岸の魔女 リリィ,彼岸の魔女 リリィ / ひがんのまじょりりぃ,7,"火,妖精",300,エネルギーはタップして場に出る。捨て札にある時、自分のターン開始時、自分の捨て札から「彼岸の魔女 リリィ」1体までを出す。(1) 自分は1枚引く、自分の手札から1枚を捨てる。,[オリカチケット/tiro]彼岸花の咲く野に座す、忘れられた小さな灯。燃える花は、誰にも届かぬ想いの残り火。,プロモーションカード,#モンスターカード #オリカ
408,深青の大鯨,深青の大鯨 / しんせいのおおくじら,7,"水,獣",1800,相手の効果で選ばれない。場に出た時、自分の手札から1枚を公開する、自分のデッキからそれと同名のカード2枚までを手札に加える。,キュリアス海の主とも言える存在。長い寿命で海の歴史を取り込み続けている。,CS02-未開地_グループ3,#モンスターカード
409,深海の禍根,深海の禍根 / しんかいのかこん,7,水,1800,自分の[海]のフィールドが場にある時相手の効果で選ばれない。場に出た時、自分の[海]のフィールドが場にあるなら、他のモンスター1体をデッキの下に戻す。,海の怒りとも呼ばれる巨大な蛸型の怪物。姿を現した後には魚の一匹すら残らない静かな海だけが残る。,CS02-未開地_グループ3,#モンスターカード
410,甚兵衛鮫,甚兵衛鮫 / じんべえざめ,7,"水,魚",1000,お互いは5コスト以上のカードを使用できない。場に出た時、自分の[海]のフィールドが場にあるなら、これを+500。(3) 自分の手札かデッキから「コバンザメ」2体までを出す。,世界最大の魚類。ゆったりとした泳ぎで、プランクトンを主食とする。,RP02-ランダムパスvol2_グループ6,#モンスターカード
411,自律機シップマン,自律機シップマン / ふるおーとましんしっぷまん,7,機械,1500,(これを破壊) 自分の捨て札から名前に「自立機」を含むモンスター2体を出す。(自分の手札から[部品]1枚を捨てる) これを+500。,高度な思考制御システムを持つ船。多くの機械やその部品を取り込み、常に装甲を増し続けている。,CS02-未開地_グループ3,#モンスターカード
412,破邪の天使,破邪の天使 / はじゃのてんし,7,"光,天使",1500,手札にある時、これのコスト- ([闇]モンスターの数)。場に出た時、相手に ([闇]のモンスターの数×300) ダメージ、[闇]のモンスター全てを破壊する。,ディエティの天使。ファビドでの戦闘を有利に進めるため、闇の消滅術を多く習得した。,CS03-共鳴地_グループ3,#モンスターカード
413,暴牙のティラノ,暴牙のティラノ / ぼうがのてぃらの,7,恐竜,1500,(自分の他の[恐竜]か[獣]1体を破壊) これを+300、これは「場に出たターンでも攻撃できる。」を持つ。(7) 相手に1500ダメージ。,生態系の頂点に位置する恐竜。肉食で気性が荒く、様々な恐竜や動物を襲う。,STR05-太古の覇者,#モンスターカード
414,雪岳龍ダースアン,雪岳龍ダースアン / せつがくりゅうだーすあん,8,"水,ドラゴン,山",2000,場に出た時、相手のモンスター全ての効果を消す。破壊時、相手に (自分の捨て札の[山]の枚数×300) ダメージ。(これをタップ) 相手のモンスター1体は「自分のターン終了時まで攻撃できない。」を持つ、これを2回行う。,雪が吹き荒ぶ時期の山のドラゴン。その巨体が動いた後は雪や氷で全てが沈む。,RP02-ランダムパスvol2_グループ3,#モンスターカード
415,戦闘兵器 : H,戦闘兵器 : H / せんとうへいき : H,8,機械,1800,場に出た時、相手のモンスター1体を破壊する、自分の[機械]が2体以上場にいるなら、もう1回行う、自分の[機械]が3体以上場にいるなら、もう1回行う。,回転砲を搭載した戦闘兵器。攻撃時に重心が大きくブレるため、操縦にはそれなりの技術が必要。,DES03-楽園賛歌_グループ4,#モンスターカード
416,花蜜蜂の女帝,花蜜蜂の女帝 / かみつほうのじょてい,8,虫,800,手札にある時、これのコスト- (自分のパワー-100の[虫]の数)。自分のターン終了時、自分の[虫]全てにカウンター1個を乗せる。(これをタップ) 自分の[花畑]のフィールドが場にあるなら、自分の[虫]全てにカウンター3個を乗せる。,巨体を活かし、大量の花蜜の採取を行う蜂。食料管理の中枢として、大きな役割を担う。,RP02-ランダムパスvol2_グループ1,#モンスターカード
